,estado,municipio,casosAcumulado,obitosAcumulado
512959,ES,São José do Calçado,3676,88
513119,ES,São Mateus,38844,366
513279,ES,São Roque do Canaã,5256,23
513439,ES,Serra,152786,1802
513599,ES,Sooretama,9133,73
513759,ES,Vargem Alta,6307,53
513919,ES,Venda Nova do Imigrante,9876,61
514079,ES,Viana,23353,315
514239,ES,Vila Pavão,3021,22
514399,ES,Vila Valério,6651,38
514559,ES,Vila Velha,151841,2061
514719,ES,Vitória,150926,1459
515039,RJ,Angra dos Reis,28067,621
515199,RJ,Aperibé,2216,35
515359,RJ,Araruama,11364,525
515519,RJ,Areal,2506,56
515679,RJ,Armação dos Búzios,9354,84
515839,RJ,Arraial do Cabo,4164,54
515999,RJ,Barra do Piraí,13467,460
516159,RJ,Barra Mansa,49253,771
516319,RJ,Belford Roxo,52763,1030
516479,RJ,Bom Jardim,5147,63
516639,RJ,Bom Jesus do Itabapoana,8866,127
516799,RJ,Cabo Frio,31606,1055
516959,RJ,Cachoeiras de Macacu,7152,124
517119,RJ,Cambuci,3649,53
517279,RJ,Carapebus,2948,19
517439,RJ,Comendador Levy Gasparian,1948,34
517599,RJ,Campos dos Goytacazes,57278,2374
517759,RJ,Cantagalo,5801,38
517919,RJ,Cardoso Moreira,2689,23
518079,RJ,Carmo,4197,59
518239,RJ,Casimiro de Abreu,8716,165
518399,RJ,Conceição de Macabu,3361,85
518559,RJ,Cordeiro,7339,28
518719,RJ,Duas Barras,366,8
518879,RJ,Duque de Caxias,41729,1959
519039,RJ,Engenheiro Paulo de Frontin,2775,76
519199,RJ,Guapimirim,9167,209
519359,RJ,Iguaba Grande,8413,162
519519,RJ,Itaboraí,31105,1043
519679,RJ,Itaguaí,21764,444
519839,RJ,Italva,2347,38
519999,RJ,Itaocara,6664,95
520159,RJ,Itaperuna,29237,315
520319,RJ,Itatiaia,5930,91
520479,RJ,Japeri,1841,165
520639,RJ,Laje do Muriaé,1716,16
520799,RJ,Macaé,59119,939
520959,RJ,Macuco,1781,16
521119,RJ,Magé,22318,748
521279,RJ,Mangaratiba,6434,178
521439,RJ,Maricá,27566,829
521599,RJ,Mendes,5568,68
521759,RJ,Mesquita,8422,561
521919,RJ,Miguel Pereira,7912,85
522079,RJ,Miracema,4028,158
522239,RJ,Natividade,1641,32
522399,RJ,Nilópolis,8785,659
522559,RJ,Niterói,91489,3080
522719,RJ,Nova Friburgo,46079,1024
522879,RJ,Nova Iguaçu,62589,2301
523039,RJ,Paracambi,5899,144
523199,RJ,Paraíba do Sul,11969,192
523359,RJ,Paraty,5561,101
523519,RJ,Paty do Alferes,4366,97
523679,RJ,Petrópolis,80599,1771
523839,RJ,Pinheiral,6624,86
523999,RJ,Piraí,8537,123
524159,RJ,Porciúncula,4083,111
524319,RJ,Porto Real,4236,47
524479,RJ,Quatis,1826,37
524639,RJ,Queimados,10908,268
524799,RJ,Quissamã,6945,119
524959,RJ,Resende,33488,595
525119,RJ,Rio Bonito,15004,289
525279,RJ,Rio Claro,2595,79
525439,RJ,Rio das Flores,1245,18
525599,RJ,Rio das Ostras,30958,585
525759,RJ,Rio de Janeiro,1335991,38245
525919,RJ,Santa Maria Madalena,452,11
526079,RJ,Santo Antônio de Pádua,12196,174
526239,RJ,São Francisco de Itabapoana,5550,137
526399,RJ,São Fidélis,950,116
526559,RJ,São Gonçalo,116106,4203
526719,RJ,São João da Barra,7840,183
526879,RJ,São João de Meriti,32425,1511
527039,RJ,São José de Ubá,1560,9
527199,RJ,São José do Vale do Rio Preto,4188,75
527359,RJ,São Pedro da Aldeia,10430,356
527519,RJ,São Sebastião do Alto,831,35
527679,RJ,Sapucaia,5590,126
527839,RJ,Saquarema,12408,417
527999,RJ,Seropédica,11209,245
528159,RJ,Silva Jardim,4799,40
528319,RJ,Sumidouro,3548,60
528479,RJ,Tanguá,7470,156
528639,RJ,Teresópolis,41604,1044
528799,RJ,Trajano de Moraes,1667,6
528959,RJ,Três Rios,15273,319
529119,RJ,Valença,12546,251
529279,RJ,Varre-Sai,3692,12
529439,RJ,Vassouras,9837,150
529599,RJ,Volta Redonda,74810,1504
529919,SP,Adamantina,11626,190
530079,SP,Adolfo,1161,28
530239,SP,Aguaí,7446,139
530399,SP,Águas da Prata,2191,40
530559,SP,Águas de Lindóia,5661,67
530719,SP,Águas de Santa Bárbara,623,25
530879,SP,Águas de São Pedro,478,17
531039,SP,Agudos,9331,123
531199,SP,Alambari,1670,13
531359,SP,Alfredo Marcondes,320,23
531519,SP,Altair,325,18
531679,SP,Altinópolis,1248,68
531839,SP,Alto Alegre,425,29
531999,SP,Alumínio,1750,56
532159,SP,Álvares Florence,652,19
532319,SP,Álvares Machado,4338,95
532479,SP,Álvaro de Carvalho,356,9
532639,SP,Alvinlândia,158,10
532799,SP,Americana,28358,1017
532959,SP,Américo Brasiliense,7708,114
533119,SP,Américo de Campos,1296,39
533279,SP,Amparo,10655,265
533439,SP,Analândia,749,6
533599,SP,Andradina,15918,320
533759,SP,Angatuba,6095,95
533919,SP,Anhembi,460,16
534079,SP,Anhumas,409,10
534239,SP,Aparecida,3001,129
534399,SP,Aparecida d'Oeste,1807,28
534559,SP,Apiaí,1810,112
534719,SP,Araçariguama,3254,78
534879,SP,Araçatuba,48980,1027
535039,SP,Araçoiaba da Serra,3316,104
535199,SP,Aramina,395,20
535359,SP,Arandu,668,22
535519,SP,Arapeí,277,7
535679,SP,Araraquara,68020,670
535839,SP,Araras,20507,467
535999,SP,Arco-Íris,631,10
536159,SP,Arealva,2209,31
536319,SP,Areias,400,6
536479,SP,Areiópolis,2387,33
536639,SP,Ariranha,1043,38
536799,SP,Artur Nogueira,9290,170
536959,SP,Arujá,12818,366
537119,SP,Aspásia,632,12
537279,SP,Assis,26661,482
537439,SP,Atibaia,13438,511
537599,SP,Auriflama,2558,90
537759,SP,Avaí,837,14
537919,SP,Avanhandava,1996,50
538079,SP,Avaré,15791,334
538239,SP,Bady Bassitt,4596,104
538399,SP,Balbinos,820,4
538559,SP,Bálsamo,3161,78
538719,SP,Bananal,1169,11
538879,SP,Barão de Antonina,1048,11
539039,SP,Barbosa,992,25
539199,SP,Bariri,8026,160
539359,SP,Barra Bonita,5657,130
539519,SP,Barra do Chapéu,469,16
539679,SP,Barra do Turvo,915,27
539839,SP,Barretos,32229,651
539999,SP,Barrinha,1772,94
540159,SP,Barueri,48550,1274
540319,SP,Bastos,4148,101
540479,SP,Batatais,7121,212
540639,SP,Bauru,90895,1492
540799,SP,Bebedouro,6200,366
540959,SP,Bento de Abreu,681,6
541119,SP,Bernardino de Campos,2067,42
541279,SP,Bertioga,11712,202
541439,SP,Bilac,970,26
541599,SP,Birigui,31971,656
541759,SP,Biritiba Mirim,1596,121
541919,SP,Boa Esperança do Sul,2707,29
542079,SP,Bocaina,2528,40
542239,SP,Bofete,2714,30
542399,SP,Boituva,7106,218
542559,SP,Bom Jesus dos Perdões,2562,59
542719,SP,Bom Sucesso de Itararé,701,7
542879,SP,Borá,223,2
543039,SP,Boracéia,1065,27
543199,SP,Borborema,4819,60
543359,SP,Borebi,310,4
543519,SP,Botucatu,56457,402
543679,SP,Bragança Paulista,48886,654
543839,SP,Braúna,637,27
543999,SP,Brejo Alegre,925,14
544159,SP,Brodowski,4919,88
544319,SP,Brotas,8114,77
544479,SP,Buri,4628,108
544639,SP,Buritama,6059,92
544799,SP,Buritizal,360,10
544959,SP,Cabrália Paulista,1226,9
545119,SP,Cabreúva,8476,158
545279,SP,Caçapava,16754,333
545439,SP,Cachoeira Paulista,5849,73
545599,SP,Caconde,3740,46
545759,SP,Cafelândia,905,61
545919,SP,Caiabu,338,9
546079,SP,Caieiras,14332,366
546239,SP,Caiuá,527,12
546399,SP,Cajamar,5689,272
546559,SP,Cajati,7002,116
546719,SP,Cajobi,2351,38
546879,SP,Cajuru,2191,88
547039,SP,Campina do Monte Alegre,641,29
547199,SP,Campinas,224361,5479
547359,SP,Campo Limpo Paulista,11086,317
547519,SP,Campos do Jordão,13206,164
547679,SP,Campos Novos Paulista,325,14
547839,SP,Cananéia,2556,37
547999,SP,Canas,244,9
548159,SP,Cândido Mota,7993,189
548319,SP,Cândido Rodrigues,153,8
548479,SP,Canitar,1607,30
548639,SP,Capão Bonito,10513,183
548799,SP,Capela do Alto,1737,52
548959,SP,Capivari,5966,188
549119,SP,Caraguatatuba,37664,546
549279,SP,Carapicuíba,42505,1287
549439,SP,Cardoso,3729,72
549599,SP,Casa Branca,6558,134
549759,SP,Cássia dos Coqueiros,258,4
549919,SP,Castilho,4699,102
550079,SP,Catanduva,39299,740
550239,SP,Catiguá,928,43
550399,SP,Cedral,3943,41
550559,SP,Cerqueira César,4211,64
550719,SP,Cerquilho,15657,175
550879,SP,Cesário Lange,4649,87
551039,SP,Charqueada,4327,52
551199,SP,Clementina,982,25
551359,SP,Colina,2614,73
551519,SP,Colômbia,1336,20
551679,SP,Conchal,5178,96
551839,SP,Conchas,3965,86
551999,SP,Cordeirópolis,6045,117
552159,SP,Coroados,1589,24
552319,SP,Coronel Macedo,692,30
552479,SP,Corumbataí,1077,9
552639,SP,Cosmópolis,8041,198
552799,SP,Cosmorama,2268,48
552959,SP,Cotia,30383,817
553119,SP,Cravinhos,2280,118
553279,SP,Cristais Paulista,1307,20
553439,SP,Cruzália,226,6
553599,SP,Cruzeiro,7231,249
553759,SP,Cubatão,17828,550
553919,SP,Cunha,1194,45
554079,SP,Descalvado,9280,106
554239,SP,Diadema,31807,1580
554399,SP,Dirce Reis,329,6
554559,SP,Divinolândia,2284,49
554719,SP,Dobrada,636,13
554879,SP,Dois Córregos,2092,46
555039,SP,Dolcinópolis,472,9
555199,SP,Dourado,2754,27
555359,SP,Dracena,12148,305
555519,SP,Duartina,2303,35
555679,SP,Dumont,2784,30
555839,SP,Echaporã,821,29
555999,SP,Eldorado,3400,34
556159,SP,Elias Fausto,2790,42
556319,SP,Elisiário,634,13
556479,SP,Embaúba,132,11
556639,SP,Embu das Artes,5947,242
556799,SP,Embu-Guaçu,11301,756
556959,SP,Emilianópolis,921,10
557119,SP,Engenheiro Coelho,4533,66
557279,SP,Espírito Santo do Pinhal,14614,142
557439,SP,Espírito Santo do Turvo,818,11
557599,SP,Estrela d'Oeste,749,9
557759,SP,Estrela do Norte,3309,40
557919,SP,Euclides da Cunha Paulista,539,19
558079,SP,Fartura,4469,68
558239,SP,Fernandópolis,19279,421
558399,SP,Fernando Prestes,1441,15
558559,SP,Fernão,770,5
558719,SP,Ferraz de Vasconcelos,10767,533
558879,SP,Flora Rica,149,10
559039,SP,Floreal,1019,9
559199,SP,Flórida Paulista,3560,41
559359,SP,Florínea,447,17
559519,SP,Franca,39283,1320
559679,SP,Francisco Morato,15771,479
559839,SP,Franco da Rocha,18680,445
559999,SP,Gabriel Monteiro,1246,8
560159,SP,Gália,1135,24
560319,SP,Garça,12503,173
560479,SP,Gastão Vidigal,650,18
560639,SP,Gavião Peixoto,2168,24
560799,SP,General Salgado,1595,50
560959,SP,Getulina,1073,38
561119,SP,Glicério,1407,23
561279,SP,Guaiçara,1877,31
561439,SP,Guaimbê,1080,9
561599,SP,Guaíra,9718,245
561759,SP,Guapiaçu,2484,100
561919,SP,Guapiara,3118,96
562079,SP,Guará,3846,118
562239,SP,Guaraçaí,1662,30
562399,SP,Guaraci,2648,32
562559,SP,Guarani d'Oeste,933,9
562719,SP,Guarantã,322,25
562879,SP,Guararapes,10100,137
563039,SP,Guararema,2594,112
563199,SP,Guaratinguetá,17382,393
563359,SP,Guareí,4510,40
563519,SP,Guariba,5397,132
563679,SP,Guarujá,32111,1562
563839,SP,Guarulhos,109559,5618
563999,SP,Guatapará,1246,28
564159,SP,Guzolândia,898,34
564319,SP,Herculândia,1259,34
564479,SP,Holambra,3903,23
564639,SP,Hortolândia,40555,896
564799,SP,Iacanga,1926,34
564959,SP,Iacri,1827,25
565119,SP,Iaras,302,24
565279,SP,Ibaté,6264,114
565439,SP,Ibirá,2727,54
565599,SP,Ibirarema,1227,38
565759,SP,Ibitinga,15900,311
565919,SP,Ibiúna,5356,163
566079,SP,Icém,2095,40
566239,SP,Iepê,1848,36
566399,SP,Igaraçu do Tietê,5625,76
566559,SP,Igarapava,1418,109
566719,SP,Igaratá,2473,42
566879,SP,Iguape,5794,125
567039,SP,Ilhabela,7500,52
567199,SP,Ilha Comprida,4251,65
567359,SP,Ilha Solteira,4461,123
567519,SP,Indaiatuba,28550,886
567679,SP,Indiana,459,14
567839,SP,Indiaporã,1359,14
567999,SP,Inúbia Paulista,1373,22
568159,SP,Ipaussu,4665,57
568319,SP,Iperó,6293,78
568479,SP,Ipeúna,789,24
568639,SP,Ipiguá,2042,33
568799,SP,Iporanga,954,9
568959,SP,Ipuã,2830,70
569119,SP,Iracemápolis,6915,113
569279,SP,Irapuã,1571,34
569439,SP,Irapuru,1914,44
569599,SP,Itaberá,5867,80
569759,SP,Itaí,7696,95
569919,SP,Itajobi,5576,74
570079,SP,Itaju,1005,14
570239,SP,Itanhaém,14110,420
570399,SP,Itaoca,287,8
570559,SP,Itapecerica da Serra,13094,501
570719,SP,Itapetininga,18291,617
570879,SP,Itapeva,23595,478
571039,SP,Itapevi,13104,782
571199,SP,Itapira,17322,378
571359,SP,Itapirapuã Paulista,1352,8
571519,SP,Itápolis,14770,187
571679,SP,Itaporanga,3296,62
571839,SP,Itapuí,2618,49
571999,SP,Itapura,684,17
572159,SP,Itaquaquecetuba,32743,1172
572319,SP,Itararé,10967,278
572479,SP,Itariri,1960,55
572639,SP,Itatiba,29144,390
572799,SP,Itatinga,4615,70
572959,SP,Itirapina,3049,51
573119,SP,Itirapuã,324,8
573279,SP,Itobi,1367,24
573439,SP,Itu,38607,600
573599,SP,Itupeva,9793,171
573759,SP,Ituverava,4009,162
573919,SP,Jaborandi,609,25
574079,SP,Jaboticabal,9329,291
574239,SP,Jacareí,30731,921
574399,SP,Jaci,2816,34
574559,SP,Jacupiranga,3375,66
574719,SP,Jaguariúna,12350,201
574879,SP,Jales,16489,316
575039,SP,Jambeiro,517,18
575199,SP,Jandira,9842,368
575359,SP,Jardinópolis,5202,170
575519,SP,Jarinu,3509,97
575679,SP,Jaú,24226,620
575839,SP,Jeriquara,647,3
575999,SP,Joanópolis,1513,20
576159,SP,João Ramalho,1223,15
576319,SP,José Bonifácio,9713,176
576479,SP,Júlio Mesquita,364,17
576639,SP,Jumirim,635,8
576799,SP,Jundiaí,74329,1841
576959,SP,Junqueirópolis,5272,105
577119,SP,Juquiá,3329,70
577279,SP,Juquitiba,1833,87
577439,SP,Lagoinha,246,16
577599,SP,Laranjal Paulista,6380,144
577759,SP,Lavínia,1605,21
577919,SP,Lavrinhas,383,16
578079,SP,Leme,22080,479
578239,SP,Lençóis Paulista,25974,212
578399,SP,Limeira,43896,1311
578559,SP,Lindóia,2878,23
578719,SP,Lins,14501,344
578879,SP,Lorena,8052,284
579039,SP,Lourdes,461,6
579199,SP,Louveira,12298,132
579359,SP,Lucélia,4616,82
579519,SP,Lucianópolis,505,6
579679,SP,Luís Antônio,3697,46
579839,SP,Luiziânia,493,14
579999,SP,Lupércio,278,8
580159,SP,Lutécia,951,8
580319,SP,Macatuba,5384,63
580479,SP,Macaubal,1904,25
580639,SP,Macedônia,1165,32
580799,SP,Magda,860,12
580959,SP,Mairinque,5301,92
581119,SP,Mairiporã,7612,290
581279,SP,Manduri,998,32
581439,SP,Marabá Paulista,915,6
581599,SP,Maracaí,3546,57
581759,SP,Marapoama,1220,15
581919,SP,Mariápolis,1260,13
582079,SP,Marília,43273,1179
582239,SP,Marinópolis,772,7
582399,SP,Martinópolis,2623,103
582559,SP,Matão,7594,239
582719,SP,Mauá,38044,1701
582879,SP,Mendonça,2211,34
583039,SP,Meridiano,649,40
583199,SP,Mesópolis,722,6
583359,SP,Miguelópolis,1539,107
583519,SP,Mineiros do Tietê,2476,35
583679,SP,Miracatu,3668,86
583839,SP,Mira Estrela,611,16
583999,SP,Mirandópolis,2301,120
584159,SP,Mirante do Paranapanema,2916,53
584319,SP,Mirassol,10581,329
584479,SP,Mirassolândia,784,21
584639,SP,Mococa,15064,298
584799,SP,Mogi das Cruzes,54604,1914
584959,SP,Mogi Guaçu,39761,721
585119,SP,Mogi Mirim,26328,433
585279,SP,Mombuca,471,11
585439,SP,Monções,575,8
585599,SP,Mongaguá,3089,114
585759,SP,Monte Alegre do Sul,1783,24
585919,SP,Monte Alto,11083,226
586079,SP,Monte Aprazível,4970,124
586239,SP,Monte Azul Paulista,2395,31
586399,SP,Monte Castelo,1626,24
586559,SP,Monteiro Lobato,327,13
586719,SP,Monte Mor,8467,177
586879,SP,Morro Agudo,6131,115
587039,SP,Morungaba,1091,41
587199,SP,Motuca,378,11
587359,SP,Murutinga do Sul,1179,22
587519,SP,Nantes,263,9
587679,SP,Narandiba,1910,25
587839,SP,Natividade da Serra,254,15
587999,SP,Nazaré Paulista,3055,71
588159,SP,Neves Paulista,2697,66
588319,SP,Nhandeara,3293,59
588479,SP,Nipoã,534,19
588639,SP,Nova Aliança,1574,35
588799,SP,Nova Campina,1201,46
588959,SP,Nova Canaã Paulista,830,10
589119,SP,Nova Castilho,323,4
589279,SP,Nova Europa,875,31
589439,SP,Nova Granada,6524,89
589599,SP,Nova Guataporanga,173,5
589759,SP,Nova Independência,1718,8
589919,SP,Novais,319,19
590079,SP,Nova Luzitânia,397,15
590239,SP,Nova Odessa,11297,284
590399,SP,Novo Horizonte,6296,244
590559,SP,Nuporanga,424,15
590719,SP,Ocauçu,952,9
590879,SP,Óleo,162,6
591039,SP,Olímpia,15373,318
591199,SP,Onda Verde,961,29
591359,SP,Oriente,442,29
591519,SP,Orindiúva,2455,20
591679,SP,Orlândia,8364,132
591839,SP,Osasco,49119,3168
591999,SP,Oscar Bressane,731,10
592159,SP,Osvaldo Cruz,10109,142
592319,SP,Ourinhos,27468,599
592479,SP,Ouroeste,3058,53
592639,SP,Ouro Verde,1148,40
592799,SP,Pacaembu,3883,57
592959,SP,Palestina,2737,51
593119,SP,Palmares Paulista,2275,47
593279,SP,Palmeira d'Oeste,2721,44
593439,SP,Palmital,4940,83
593599,SP,Panorama,2711,85
593759,SP,Paraguaçu Paulista,10248,177
593919,SP,Paraibuna,1356,60
594079,SP,Paraíso,1386,31
594239,SP,Paranapanema,2167,91
594399,SP,Paranapuã,1355,29
594559,SP,Parapuã,1610,52
594719,SP,Pardinho,1212,19
594879,SP,Pariquera-Açu,4491,76
595039,SP,Parisi,1040,20
595199,SP,Patrocínio Paulista,1147,45
595359,SP,Paulicéia,1918,28
595519,SP,Paulínia,25779,351
595679,SP,Paulistânia,214,7
595839,SP,Paulo de Faria,1607,45
595999,SP,Pederneiras,10339,145
596159,SP,Pedra Bela,296,11
596319,SP,Pedranópolis,281,11
596479,SP,Pedregulho,392,28
596639,SP,Pedreira,6248,146
596799,SP,Pedrinhas Paulista,781,15
596959,SP,Pedro de Toledo,1116,25
597119,SP,Penápolis,20567,327
597279,SP,Pereira Barreto,5665,119
597439,SP,Pereiras,1216,23
597599,SP,Peruíbe,12403,308
597759,SP,Piacatu,1862,11
597919,SP,Piedade,9406,193
598079,SP,Pilar do Sul,6770,93
598239,SP,Pindamonhangaba,38601,598
598399,SP,Pindorama,4019,70
598559,SP,Pinhalzinho,2738,41
598719,SP,Piquerobi,257,9
598879,SP,Piquete,419,35
599039,SP,Piracaia,6107,104
599199,SP,Piracicaba,106126,1683
599359,SP,Piraju,7546,120
599519,SP,Pirajuí,5103,76
599679,SP,Pirangi,3238,74
599839,SP,Pirapora do Bom Jesus,1678,26
599999,SP,Pirapozinho,4367,92
600159,SP,Pirassununga,20522,317
600319,SP,Piratininga,2294,51
600479,SP,Pitangueiras,8482,194
600639,SP,Planalto,671,14
600799,SP,Platina,752,12
600959,SP,Poá,12111,444
601119,SP,Poloni,1962,24
601279,SP,Pompéia,1052,60
601439,SP,Pongaí,398,12
601599,SP,Pontal,8766,187
601759,SP,Pontalinda,603,20
601919,SP,Pontes Gestal,947,12
602079,SP,Populina,1564,23
602239,SP,Porangaba,1244,26
602399,SP,Porto Feliz,14337,192
602559,SP,Porto Ferreira,17548,219
602719,SP,Potim,3663,41
602879,SP,Potirendaba,6064,100
603039,SP,Pracinha,511,6
603199,SP,Pradópolis,2062,48
603359,SP,Praia Grande,31973,1383
603519,SP,Pratânia,1560,19
603679,SP,Presidente Alves,727,11
603839,SP,Presidente Bernardes,1418,53
603999,SP,Presidente Epitácio,6985,151
604159,SP,Presidente Prudente,43286,1090
604319,SP,Presidente Venceslau,6190,140
604479,SP,Promissão,10387,131
604639,SP,Quadra,252,9
604799,SP,Quatá,2933,32
604959,SP,Queiroz,1061,3
605119,SP,Queluz,1097,32
605279,SP,Quintana,589,34
605439,SP,Rafard,1172,18
605599,SP,Rancharia,7834,120
605759,SP,Redenção da Serra,124,7
605919,SP,Regente Feijó,2162,81
606079,SP,Reginópolis,999,26
606239,SP,Registro,13171,256
606399,SP,Restinga,731,10
606559,SP,Ribeira,539,9
606719,SP,Ribeirão Bonito,1825,34
606879,SP,Ribeirão Branco,2750,72
607039,SP,Ribeirão Corrente,347,6
607199,SP,Ribeirão do Sul,722,27
607359,SP,Ribeirão dos Índios,119,8
607519,SP,Ribeirão Grande,534,30
607679,SP,Ribeirão Pires,14030,404
607839,SP,Ribeirão Preto,106491,3533
607999,SP,Riversul,1046,32
608159,SP,Rifaina,1066,13
608319,SP,Rincão,2168,50
608479,SP,Rinópolis,675,21
608639,SP,Rio Claro,13997,728
608799,SP,Rio das Pedras,3744,121
608959,SP,Rio Grande da Serra,2434,110
609119,SP,Riolândia,3040,34
609279,SP,Rosana,5013,56
609439,SP,Roseira,1614,33
609599,SP,Rubiácea,735,11
609759,SP,Rubinéia,1395,20
609919,SP,Sabino,310,32
610079,SP,Sagres,267,4
610239,SP,Sales,1219,48
610399,SP,Sales Oliveira,1862,33
610559,SP,Salesópolis,729,64
610719,SP,Salmourão,527,26
610879,SP,Saltinho,2579,26
611039,SP,Salto,26225,537
611199,SP,Salto de Pirapora,4476,191
611359,SP,Salto Grande,2098,19
611519,SP,Sandovalina,722,16
611679,SP,Santa Adélia,2856,71
611839,SP,Santa Albertina,2428,29
611999,SP,Santa Bárbara d'Oeste,37949,914
612159,SP,Santa Branca,2190,37
612319,SP,Santa Clara d'Oeste,558,26
612479,SP,Santa Cruz da Conceição,2107,17
612639,SP,Santa Cruz da Esperança,206,8
612799,SP,Santa Cruz das Palmeiras,5864,140
612959,SP,Santa Cruz do Rio Pardo,9297,207
613119,SP,Santa Ernestina,559,22
613279,SP,Santa Fé do Sul,9777,163
613439,SP,Santa Gertrudes,3947,88
613599,SP,Santa Isabel,9252,299
613759,SP,Santa Lúcia,800,27
613919,SP,Santa Maria da Serra,1363,12
614079,SP,Santa Mercedes,909,11
614239,SP,Santana da Ponte Pensa,573,6
614399,SP,Santana de Parnaíba,28039,447
614559,SP,Santa Rita d'Oeste,1842,49
614719,SP,Santa Rita do Passa Quatro,442,15
614879,SP,Santa Rosa de Viterbo,2515,60
615039,SP,Santa Salete,719,9
615199,SP,Santo Anastácio,4037,72
615359,SP,Santo André,99868,3567
615519,SP,Santo Antônio da Alegria,543,25
615679,SP,Santo Antônio de Posse,4964,73
615839,SP,Santo Antônio do Aracanguá,593,40
615999,SP,Santo Antônio do Jardim,1419,25
616159,SP,Santo Antônio do Pinhal,1578,10
616319,SP,Santo Expedito,216,11
616479,SP,Santópolis do Aguapeí,762,19
616639,SP,Santos,87023,2661
616799,SP,São Bento do Sapucaí,821,14
616959,SP,São Bernardo do Campo,77652,3867
617119,SP,São Caetano do Sul,38586,1184
617279,SP,São Carlos,36767,643
617439,SP,São Francisco,842,21
617599,SP,São João da Boa Vista,25944,390
617759,SP,São João das Duas Pontes,779,10
617919,SP,São João de Iracema,923,10
618079,SP,São João do Pau d'Alho,220,4
618239,SP,São Joaquim da Barra,7453,182
618399,SP,São José da Bela Vista,338,23
618559,SP,São José do Barreiro,763,9
618719,SP,São José do Rio Pardo,8031,184
618879,SP,São José do Rio Preto,163786,3225
619039,SP,São José dos Campos,132871,2394
619199,SP,São Lourenço da Serra,711,42
619359,SP,São Luiz do Paraitinga,975,37
619519,SP,São Manuel,6700,175
619679,SP,São Miguel Arcanjo,4825,90
619839,SP,São Paulo,1179207,44956
619999,SP,São Pedro,10721,126
620159,SP,São Pedro do Turvo,1022,16
620319,SP,São Roque,7213,137
620479,SP,São Sebastião,8797,204
620639,SP,São Sebastião da Grama,2771,39
620799,SP,São Simão,1693,39
620959,SP,São Vicente,31456,1471
621119,SP,Sarapuí,525,7
621279,SP,Sarutaiá,155,23
621439,SP,Sebastianópolis do Sul,362,12
621599,SP,Serra Azul,1474,21
621759,SP,Serrana,11949,151
621919,SP,Serra Negra,7051,102
622079,SP,Sertãozinho,20313,573
622239,SP,Sete Barras,3028,48
622399,SP,Severínia,2844,85
622559,SP,Silveiras,568,11
622719,SP,Socorro,6600,116
622879,SP,Sorocaba,112084,3249
623039,SP,Sud Mennucci,967,24
623199,SP,Sumaré,41892,1007
623359,SP,Suzano,29538,1055
623519,SP,Suzanápolis,504,12
623679,SP,Tabapuã,3398,75
623839,SP,Tabatinga,3057,60
623999,SP,Taboão da Serra,19993,1054
624159,SP,Taciba,864,27
624319,SP,Taguaí,3501,47
624479,SP,Taiaçu,1468,19
624639,SP,Taiúva,1102,19
624799,SP,Tambaú,5458,64
624959,SP,Tanabi,7181,138
625119,SP,Tapiraí,873,11
625279,SP,Tapiratiba,3097,43
625439,SP,Taquaral,403,13
625599,SP,Taquaritinga,14811,251
625759,SP,Taquarituba,7355,121
625919,SP,Taquarivaí,1020,22
626079,SP,Tarabai,1016,36
626239,SP,Tarumã,1822,58
626399,SP,Tatuí,22217,535
626559,SP,Taubaté,38910,1199
626719,SP,Tejupá,432,13
626879,SP,Teodoro Sampaio,4025,61
627039,SP,Terra Roxa,1393,40
627199,SP,Tietê,8902,132
627359,SP,Timburi,879,16
627519,SP,Torre de Pedra,235,13
627679,SP,Torrinha,4006,27
627839,SP,Trabiju,459,5
627999,SP,Tremembé,2985,72
628159,SP,Três Fronteiras,1963,39
628319,SP,Tuiuti,1321,23
628479,SP,Tupã,8244,340
628639,SP,Tupi Paulista,4365,56
628799,SP,Turiúba,564,4
628959,SP,Turmalina,595,7
629119,SP,Ubarana,1730,24
629279,SP,Ubatuba,12782,160
629439,SP,Ubirajara,581,15
629599,SP,Uchoa,2100,44
629759,SP,União Paulista,319,7
629919,SP,Urânia,3516,52
630079,SP,Uru,432,6
630239,SP,Urupês,945,59
630399,SP,Valentim Gentil,5070,78
630559,SP,Valinhos,25829,555
630719,SP,Valparaíso,5486,91
630879,SP,Vargem,651,27
631039,SP,Vargem Grande do Sul,6523,120
631199,SP,Vargem Grande Paulista,7121,140
631359,SP,Várzea Paulista,14936,314
631519,SP,Vera Cruz,724,50
631679,SP,Vinhedo,18908,254
631839,SP,Viradouro,3650,110
631999,SP,Vista Alegre do Alto,1919,25
632159,SP,Vitória Brasil,774,11
632319,SP,Votorantim,12598,577
632479,SP,Votuporanga,33303,511
632639,SP,Zacarias,326,12
632799,SP,Chavantes,2794,62
632959,SP,Estiva Gerbi,1270,37
633279,PR,Abatiá,1774,24
633439,PR,Adrianópolis,2020,31
633599,PR,Agudos do Sul,1820,38
633759,PR,Almirante Tamandaré,18959,507
633919,PR,Altamira do Paraná,612,15
634079,PR,Altônia,4906,56
634239,PR,Alto Paraná,3265,28
634399,PR,Alto Piquiri,2660,31
634559,PR,Alvorada do Sul,1753,41
634719,PR,Amaporã,991,8
634879,PR,Ampére,6328,70
635039,PR,Anahy,893,16
635199,PR,Andirá,5985,101
635359,PR,Ângulo,967,11
