,estado,municipio,casosAcumulado,obitosAcumulado
4799,RO,Alta Floresta D'Oeste,9190,84
4959,RO,Ariquemes,37165,567
5119,RO,Cabixi,1919,23
5279,RO,Cacoal,31757,358
5439,RO,Cerejeiras,6604,74
5599,RO,Colorado do Oeste,4840,56
5759,RO,Corumbiara,2338,25
5919,RO,Costa Marques,4800,45
6079,RO,Espigão D'Oeste,7980,92
6239,RO,Guajará-Mirim,7148,247
6399,RO,Jaru,13966,209
6559,RO,Ji-Paraná,36921,670
6719,RO,Machadinho D'Oeste,12883,132
6879,RO,Nova Brasilândia D'Oeste,5405,40
7039,RO,Ouro Preto do Oeste,9315,177
7199,RO,Pimenta Bueno,13581,131
7359,RO,Porto Velho,129886,2755
7519,RO,Presidente Médici,6951,101
7679,RO,Rio Crespo,1857,14
7839,RO,Rolim de Moura,14565,213
7999,RO,Santa Luzia D'Oeste,2580,29
8159,RO,Vilhena,25498,332
8319,RO,São Miguel do Guaporé,4626,64
8479,RO,Nova Mamoré,7394,98
8639,RO,Alvorada D'Oeste,4752,46
8799,RO,Alto Alegre dos Parecis,2413,52
8959,RO,Alto Paraíso,4606,65
9119,RO,Buritis,13964,106
9279,RO,Novo Horizonte do Oeste,1426,24
9439,RO,Cacaulândia,2397,17
9599,RO,Campo Novo de Rondônia,3805,29
9759,RO,Candeias do Jamari,6283,87
9919,RO,Castanheiras,521,11
10079,RO,Chupinguaia,3094,29
10239,RO,Cujubim,5048,45
10399,RO,Governador Jorge Teixeira,1380,22
10559,RO,Itapuã do Oeste,2507,20
10719,RO,Ministro Andreazza,1350,16
10879,RO,Mirante da Serra,2185,18
11039,RO,Monte Negro,4689,40
11199,RO,Nova União,1567,17
11359,RO,Parecis,895,10
11519,RO,Pimenteiras do Oeste,831,17
11679,RO,Primavera de Rondônia,600,7
11839,RO,São Felipe D'Oeste,1772,19
11999,RO,São Francisco do Guaporé,6115,61
12159,RO,Seringueiras,3666,26
12319,RO,Teixeirópolis,1176,9
12479,RO,Theobroma,1624,28
12639,RO,Urupá,3249,41
12799,RO,Vale do Anari,2907,26
12959,RO,Vale do Paraíso,2009,29
13119,AC,Acrelândia,3489,40
13279,AC,Assis Brasil,2271,26
13439,AC,Brasiléia,4106,52
13599,AC,Bujari,1666,19
13759,AC,Capixaba,1206,19
13919,AC,Cruzeiro do Sul,17277,188
14079,AC,Epitaciolândia,2217,40
14239,AC,Feijó,4096,69
14399,AC,Jordão,738,2
14559,AC,Mâncio Lima,3157,37
14719,AC,Manoel Urbano,1196,17
14879,AC,Marechal Thaumaturgo,1898,15
15039,AC,Plácido de Castro,3838,28
15199,AC,Porto Walter,575,7
15359,AC,Rio Branco,87858,1222
15519,AC,Rodrigues Alves,1103,14
15679,AC,Santa Rosa do Purus,1209,7
15839,AC,Senador Guiomard,3341,44
15999,AC,Sena Madureira,9037,87
16159,AC,Tarauacá,7078,50
16319,AC,Xapuri,3614,33
16479,AC,Porto Acre,2667,42
16639,AM,Alvarães,4115,46
16799,AM,Amaturá,2663,19
16959,AM,Anamã,2555,11
17119,AM,Anori,2670,33
17279,AM,Apuí,2449,36
17439,AM,Atalaia do Norte,4270,11
17599,AM,Autazes,4250,102
17759,AM,Barcelos,5419,61
17919,AM,Barreirinha,4146,69
18079,AM,Benjamin Constant,4162,89
18239,AM,Beruri,2982,35
18399,AM,Boa Vista do Ramos,1919,14
18559,AM,Boca do Acre,4954,34
18719,AM,Borba,4111,71
18879,AM,Caapiranga,1178,24
19039,AM,Canutama,2073,11
19199,AM,Carauari,7973,59
19359,AM,Careiro,6765,93
19519,AM,Careiro da Várzea,2409,28
19679,AM,Coari,11927,249
19839,AM,Codajás,3219,28
19999,AM,Eirunepé,5913,35
20159,AM,Envira,3639,14
20319,AM,Fonte Boa,1905,45
20479,AM,Guajará,2307,31
20639,AM,Humaitá,12067,160
20799,AM,Ipixuna,6771,21
20959,AM,Iranduba,14232,178
21119,AM,Itacoatiara,17771,338
21279,AM,Itamarati,1132,9
21439,AM,Itapiranga,4074,46
21599,AM,Japurá,1251,12
21759,AM,Juruá,1100,18
21919,AM,Jutaí,5728,44
22079,AM,Lábrea,10056,87
22239,AM,Manacapuru,12874,421
22399,AM,Manaquiri,3085,55
22559,AM,Manaus,318245,9942
22719,AM,Manicoré,8688,110
22879,AM,Maraã,2891,23
23039,AM,Maués,7912,139
23199,AM,Nhamundá,2359,42
23359,AM,Nova Olinda do Norte,3271,71
23519,AM,Novo Airão,3890,37
23679,AM,Novo Aripuanã,3555,31
23839,AM,Parintins,12579,360
23999,AM,Pauini,3701,24
24159,AM,Presidente Figueiredo,8605,123
24319,AM,Rio Preto da Eva,7485,86
24479,AM,Santa Isabel do Rio Negro,3243,57
24639,AM,Santo Antônio do Içá,2345,50
24799,AM,São Gabriel da Cachoeira,13242,113
24959,AM,São Paulo de Olivença,6699,68
25119,AM,São Sebastião do Uatumã,2205,19
25279,AM,Silves,2311,22
25439,AM,Tabatinga,5360,130
25599,AM,Tapauá,2395,26
25759,AM,Tefé,14073,205
25919,AM,Tonantins,2264,42
26079,AM,Uarini,2555,26
26239,AM,Urucará,3407,56
26399,AM,Urucurituba,3948,40
26719,RR,Amajari,1558,27
26879,RR,Alto Alegre,2747,39
27039,RR,Boa Vista,140798,1651
27199,RR,Bonfim,3464,38
27359,RR,Cantá,4447,47
27519,RR,Caracaraí,5733,63
27679,RR,Caroebe,2394,21
27839,RR,Iracema,1702,18
27999,RR,Mucajaí,4210,48
28159,RR,Normandia,1200,38
28319,RR,Pacaraima,3168,55
28479,RR,Rorainópolis,4877,74
28639,RR,São João da Baliza,2224,15
28799,RR,São Luiz,1224,14
28959,RR,Uiramutã,1473,23
29119,PA,Abaetetuba,12464,244
29279,PA,Abel Figueiredo,1452,12
29439,PA,Acará,2575,46
29599,PA,Afuá,3590,20
29759,PA,Água Azul do Norte,1761,19
29919,PA,Alenquer,6225,175
30079,PA,Almeirim,4841,57
30239,PA,Altamira,25443,364
30399,PA,Anajás,1391,24
30559,PA,Ananindeua,35030,882
30719,PA,Anapu,2922,71
30879,PA,Augusto Corrêa,3217,60
31039,PA,Aurora do Pará,2498,20
31199,PA,Aveiro,1298,15
31359,PA,Bagre,1357,13
31519,PA,Baião,992,40
31679,PA,Bannach,766,3
31839,PA,Barcarena,15396,261
31999,PA,Belém,158711,5461
32159,PA,Belterra,3454,50
32319,PA,Benevides,7435,119
32479,PA,Bom Jesus do Tocantins,1407,29
32639,PA,Bonito,540,18
32799,PA,Bragança,8345,202
32959,PA,Brasil Novo,4982,49
33119,PA,Brejo Grande do Araguaia,1327,6
33279,PA,Breu Branco,1759,74
33439,PA,Breves,6743,127
33599,PA,Bujaru,2086,43
33759,PA,Cachoeira do Piriá,1777,12
33919,PA,Cachoeira do Arari,635,27
34079,PA,Cametá,12280,320
34239,PA,Canaã dos Carajás,11462,138
34399,PA,Capanema,8262,140
34559,PA,Capitão Poço,4106,101
34719,PA,Castanhal,18491,580
34879,PA,Chaves,1002,7
35039,PA,Colares,1111,23
35199,PA,Conceição do Araguaia,9509,63
35359,PA,Concórdia do Pará,3310,37
35519,PA,Cumaru do Norte,1557,13
35679,PA,Curionópolis,2747,39
35839,PA,Curralinho,585,36
35999,PA,Curuá,2769,26
36159,PA,Curuçá,2875,90
36319,PA,Dom Eliseu,3239,73
36479,PA,Eldorado do Carajás,1368,37
36639,PA,Faro,1535,31
36799,PA,Floresta do Araguaia,2232,30
36959,PA,Garrafão do Norte,2206,15
37119,PA,Goianésia do Pará,3789,39
37279,PA,Gurupá,2660,15
37439,PA,Igarapé-Açu,3816,92
37599,PA,Igarapé-Miri,4865,100
37759,PA,Inhangapi,747,17
37919,PA,Ipixuna do Pará,2892,49
38079,PA,Irituia,2446,24
38239,PA,Itaituba,17199,409
38399,PA,Itupiranga,2597,92
38559,PA,Jacareacanga,3651,42
38719,PA,Jacundá,3166,82
38879,PA,Juruti,7192,181
39039,PA,Limoeiro do Ajuru,2149,68
39199,PA,Mãe do Rio,2352,84
39359,PA,Magalhães Barata,793,17
39519,PA,Marabá,26797,547
39679,PA,Maracanã,780,51
39839,PA,Marapanim,1264,47
39999,PA,Marituba,6767,154
40159,PA,Medicilândia,5838,70
40319,PA,Melgaço,617,17
40479,PA,Mocajuba,3940,67
40639,PA,Moju,3176,76
40799,PA,Mojuí dos Campos,2334,35
40959,PA,Monte Alegre,10758,217
41119,PA,Muaná,1545,43
41279,PA,Nova Esperança do Piriá,1905,12
41439,PA,Nova Ipixuna,1813,27
41599,PA,Nova Timboteua,1234,22
41759,PA,Novo Progresso,4068,87
41919,PA,Novo Repartimento,3581,119
42079,PA,Óbidos,8741,166
42239,PA,Oeiras do Pará,2528,52
42399,PA,Oriximiná,12863,224
42559,PA,Ourém,428,19
42719,PA,Ourilândia do Norte,7269,65
42879,PA,Pacajá,2931,63
43039,PA,Palestina do Pará,1034,13
43199,PA,Paragominas,15352,267
43359,PA,Parauapebas,66471,530
43519,PA,Pau D'Arco,987,12
43679,PA,Peixe-Boi,358,4
43839,PA,Piçarra,1400,9
43999,PA,Placas,2911,49
44159,PA,Ponta de Pedras,4445,39
44319,PA,Portel,3819,101
44479,PA,Porto de Moz,1805,47
44639,PA,Prainha,3139,95
44799,PA,Primavera,1183,23
44959,PA,Quatipuru,1008,19
45119,PA,Redenção,21626,303
45279,PA,Rio Maria,3422,45
45439,PA,Rondon do Pará,3657,94
45599,PA,Rurópolis,6760,86
45759,PA,Salinópolis,1634,113
45919,PA,Salvaterra,2184,32
46079,PA,Santa Bárbara do Pará,1682,29
46239,PA,Santa Cruz do Arari,264,12
46399,PA,Santa Izabel do Pará,4160,109
46559,PA,Santa Luzia do Pará,2245,27
46719,PA,Santa Maria das Barreiras,985,13
46879,PA,Santa Maria do Pará,1829,38
47039,PA,Santana do Araguaia,4443,48
47199,PA,Santarém,44762,1405
47359,PA,Santarém Novo,948,9
47519,PA,Santo Antônio do Tauá,2892,60
47679,PA,São Caetano de Odivelas,2161,35
47839,PA,São Domingos do Araguaia,3768,61
47999,PA,São Domingos do Capim,1709,37
48159,PA,São Félix do Xingu,4370,41
48319,PA,São Francisco do Pará,1341,41
48479,PA,São Geraldo do Araguaia,2571,57
48639,PA,São João da Ponta,134,11
48799,PA,São João de Pirabas,371,48
48959,PA,São João do Araguaia,674,12
49119,PA,São Miguel do Guamá,5607,78
49279,PA,São Sebastião da Boa Vista,1105,33
49439,PA,Sapucaia,410,5
49599,PA,Senador José Porfírio,925,21
49759,PA,Soure,780,26
49919,PA,Tailândia,11930,133
50079,PA,Terra Alta,1113,26
50239,PA,Terra Santa,2025,63
50399,PA,Tomé-Açu,5260,101
50559,PA,Tracuateua,767,29
50719,PA,Trairão,2030,30
50879,PA,Tucumã,6224,88
51039,PA,Tucuruí,11330,289
51199,PA,Ulianópolis,2867,34
51359,PA,Uruará,4789,103
51519,PA,Vigia,4048,96
51679,PA,Viseu,1673,38
51839,PA,Vitória do Xingu,3828,32
51999,PA,Xinguara,5554,87
52159,AP,Serra do Navio,2031,5
52319,AP,Amapá,2129,13
52479,AP,Pedra Branca do Amapari,4445,14
52639,AP,Calçoene,3263,15
52799,AP,Cutias,1180,7
52959,AP,Ferreira Gomes,2280,7
53119,AP,Itaubal,948,3
53279,AP,Laranjal do Jari,11195,97
53439,AP,Macapá,99668,1616
53599,AP,Mazagão,4583,28
53759,AP,Oiapoque,8107,54
53919,AP,Porto Grande,3928,30
54079,AP,Pracuúba,600,6
54239,AP,Santana,34661,227
54399,AP,Tartarugalzinho,2584,19
54559,AP,Vitória do Jari,4493,28
54879,TO,Abreulândia,525,8
55039,TO,Aguiarnópolis,1198,15
55199,TO,Aliança do Tocantins,1351,26
55359,TO,Almas,338,5
55519,TO,Alvorada,3805,32
55679,TO,Ananás,2493,28
55839,TO,Angico,256,5
55999,TO,Aparecida do Rio Negro,463,13
56159,TO,Aragominas,1176,11
56319,TO,Araguacema,1492,20
56479,TO,Araguaçu,2160,26
56639,TO,Araguaína,53530,617
56799,TO,Araguanã,637,16
56959,TO,Araguatins,3751,76
57119,TO,Arapoema,731,12
57279,TO,Arraias,1784,14
57439,TO,Augustinópolis,2496,32
57599,TO,Aurora do Tocantins,623,8
57759,TO,Axixá do Tocantins,1451,24
57919,TO,Babaçulândia,922,8
58079,TO,Bandeirantes do Tocantins,912,8
58239,TO,Barra do Ouro,215,8
58399,TO,Barrolândia,921,21
58559,TO,Bernardo Sayão,1283,13
58719,TO,Bom Jesus do Tocantins,203,3
58879,TO,Brasilândia do Tocantins,343,6
59039,TO,Brejinho de Nazaré,1583,20
59199,TO,Buriti do Tocantins,1821,27
59359,TO,Cachoeirinha,136,2
59519,TO,Campos Lindos,653,6
59679,TO,Cariri do Tocantins,1854,18
59839,TO,Carmolândia,644,7
59999,TO,Carrasco Bonito,901,7
60159,TO,Caseara,725,14
60319,TO,Centenário,622,7
60479,TO,Chapada de Areia,231,3
60639,TO,Chapada da Natividade,362,3
60799,TO,Colinas do Tocantins,10587,165
60959,TO,Combinado,1610,17
61119,TO,Conceição do Tocantins,669,12
61279,TO,Couto Magalhães,1300,9
61439,TO,Cristalândia,746,18
61599,TO,Crixás do Tocantins,397,0
61759,TO,Darcinópolis,1106,14
61919,TO,Dianópolis,3804,45
62079,TO,Divinópolis do Tocantins,1396,11
62239,TO,Dois Irmãos do Tocantins,1261,20
62399,TO,Dueré,553,10
62559,TO,Esperantina,1130,23
62719,TO,Fátima,1046,10
62879,TO,Figueirópolis,1697,22
63039,TO,Filadélfia,871,14
63199,TO,Formoso do Araguaia,5482,73
63359,TO,Tabocão,719,10
63519,TO,Goianorte,613,8
63679,TO,Goiatins,1249,17
63839,TO,Guaraí,4343,83
63999,TO,Gurupi,26597,298
64159,TO,Ipueiras,224,4
64319,TO,Itacajá,1847,16
64479,TO,Itaguatins,1043,18
64639,TO,Itapiratins,690,12
64799,TO,Itaporã do Tocantins,1134,4
64959,TO,Jaú do Tocantins,580,13
65119,TO,Juarina,169,3
65279,TO,Lagoa da Confusão,3289,30
65439,TO,Lagoa do Tocantins,395,8
65599,TO,Lajeado,512,5
65759,TO,Lavandeira,320,1
65919,TO,Lizarda,179,4
66079,TO,Luzinópolis,458,2
66239,TO,Marianópolis do Tocantins,741,15
66399,TO,Mateiros,392,1
66559,TO,Maurilândia do Tocantins,810,4
66719,TO,Miracema do Tocantins,4596,60
66879,TO,Miranorte,4340,65
67039,TO,Monte do Carmo,1032,12
67199,TO,Monte Santo do Tocantins,205,6
67359,TO,Palmeiras do Tocantins,955,6
67519,TO,Muricilândia,893,2
67679,TO,Natividade,1823,25
67839,TO,Nazaré,671,7
67999,TO,Nova Olinda,1772,57
68159,TO,Nova Rosalândia,1154,16
68319,TO,Novo Acordo,646,7
68479,TO,Novo Alegre,167,7
68639,TO,Novo Jardim,578,3
68799,TO,Oliveira de Fátima,229,1
68959,TO,Palmeirante,621,9
69119,TO,Palmeirópolis,2366,29
69279,TO,Paraíso do Tocantins,15646,213
69439,TO,Paranã,1145,13
69599,TO,Pau D'Arco,625,8
69759,TO,Pedro Afonso,2960,31
69919,TO,Peixe,2375,23
70079,TO,Pequizeiro,789,12
70239,TO,Colméia,1675,30
70399,TO,Pindorama do Tocantins,1056,9
70559,TO,Piraquê,424,1
70719,TO,Pium,583,8
70879,TO,Ponte Alta do Bom Jesus,594,11
71039,TO,Ponte Alta do Tocantins,2069,19
71199,TO,Porto Alegre do Tocantins,543,3
71359,TO,Porto Nacional,16839,224
71519,TO,Praia Norte,414,9
71679,TO,Presidente Kennedy,769,10
71839,TO,Pugmil,429,6
71999,TO,Recursolândia,471,8
72159,TO,Riachinho,1014,11
72319,TO,Rio da Conceição,452,2
72479,TO,Rio dos Bois,972,9
72639,TO,Rio Sono,542,5
72799,TO,Sampaio,926,10
72959,TO,Sandolândia,729,9
73119,TO,Santa Fé do Araguaia,1023,14
73279,TO,Santa Maria do Tocantins,610,3
73439,TO,Santa Rita do Tocantins,461,2
73599,TO,Santa Rosa do Tocantins,671,7
73759,TO,Santa Tereza do Tocantins,388,7
73919,TO,Santa Terezinha do Tocantins,458,5
74079,TO,São Bento do Tocantins,1414,10
74239,TO,São Félix do Tocantins,169,3
74399,TO,São Miguel do Tocantins,1279,17
74559,TO,São Salvador do Tocantins,233,4
74719,TO,São Sebastião do Tocantins,1030,11
74879,TO,São Valério,1329,19
75039,TO,Silvanópolis,1802,26
75199,TO,Sítio Novo do Tocantins,1181,11
75359,TO,Sucupira,508,4
75519,TO,Taguatinga,2704,34
75679,TO,Taipas do Tocantins,325,1
75839,TO,Talismã,909,2
75999,TO,Palmas,90646,734
76159,TO,Tocantínia,1820,14
76319,TO,Tocantinópolis,4451,60
76479,TO,Tupirama,450,3
76639,TO,Tupiratins,443,3
76799,TO,Wanderlândia,2623,23
76959,TO,Xambioá,2931,41
77279,MA,Açailândia,6976,297
77439,MA,Afonso Cunha,461,2
77599,MA,Água Doce do Maranhão,1045,10
77759,MA,Alcântara,337,21
77919,MA,Aldeias Altas,1189,14
78079,MA,Altamira do Maranhão,556,15
78239,MA,Alto Alegre do Maranhão,2246,28
78399,MA,Alto Alegre do Pindaré,3044,54
78559,MA,Alto Parnaíba,1021,11
78719,MA,Amapá do Maranhão,172,4
78879,MA,Amarante do Maranhão,2475,65
79039,MA,Anajatuba,1615,29
79199,MA,Anapurus,832,15
79359,MA,Apicum-Açu,786,12
79519,MA,Araguanã,878,5
79679,MA,Araioses,687,15
79839,MA,Arame,1708,42
79999,MA,Arari,1504,35
80159,MA,Axixá,192,7
80319,MA,Bacabal,11413,238
80479,MA,Bacabeira,716,10
80639,MA,Bacuri,1117,4
80799,MA,Bacurituba,117,1
80959,MA,Balsas,17386,248
81119,MA,Barão de Grajaú,503,6
81279,MA,Barra do Corda,5880,82
81439,MA,Barreirinhas,3002,46
81599,MA,Belágua,451,4
81759,MA,Bela Vista do Maranhão,429,19
81919,MA,Benedito Leite,402,2
82079,MA,Bequimão,1235,29
82239,MA,Bernardo do Mearim,625,7
82399,MA,Boa Vista do Gurupi,16,5
82559,MA,Bom Jardim,2216,58
82719,MA,Bom Jesus das Selvas,4530,44
82879,MA,Bom Lugar,660,7
83039,MA,Brejo,1087,20
83199,MA,Brejo de Areia,485,11
83359,MA,Buriti,1169,9
83519,MA,Buriti Bravo,2450,21
83679,MA,Buriticupu,4830,83
83839,MA,Buritirana,451,27
83999,MA,Cachoeira Grande,491,8
84159,MA,Cajapió,484,7
84319,MA,Cajari,530,8
84479,MA,Campestre do Maranhão,1727,48
84639,MA,Cândido Mendes,114,8
84799,MA,Cantanhede,1391,13
84959,MA,Capinzal do Norte,645,9
85119,MA,Carolina,1362,28
85279,MA,Carutapera,1196,38
85439,MA,Caxias,19219,371
85599,MA,Cedral,262,5
85759,MA,Central do Maranhão,45,2
85919,MA,Centro do Guilherme,509,5
86079,MA,Centro Novo do Maranhão,1177,14
86239,MA,Chapadinha,9506,135
86399,MA,Cidelândia,817,8
86559,MA,Codó,4881,234
86719,MA,Coelho Neto,2287,52
86879,MA,Colinas,3910,57
87039,MA,Conceição do Lago-Açu,355,12
87199,MA,Coroatá,4120,103
87359,MA,Cururupu,2877,31
87519,MA,Davinópolis,842,33
87679,MA,Dom Pedro,2322,41
87839,MA,Duque Bacelar,895,19
87999,MA,Esperantinópolis,1184,32
88159,MA,Estreito,3928,87
88319,MA,Feira Nova do Maranhão,1610,10
88479,MA,Fernando Falcão,863,4
88639,MA,Formosa da Serra Negra,1838,10
88799,MA,Fortaleza dos Nogueiras,1873,29
88959,MA,Fortuna,1596,7
89119,MA,Godofredo Viana,337,6
89279,MA,Gonçalves Dias,1628,30
89439,MA,Governador Archer,715,7
89599,MA,Governador Edison Lobão,1096,34
89759,MA,Governador Eugênio Barros,2342,11
89919,MA,Governador Luiz Rocha,493,1
90079,MA,Governador Newton Bello,976,11
90239,MA,Governador Nunes Freire,1364,16
90399,MA,Graça Aranha,124,3
90559,MA,Grajaú,6343,147
90719,MA,Guimarães,510,9
90879,MA,Humberto de Campos,2031,11
91039,MA,Icatu,678,15
91199,MA,Igarapé do Meio,1392,31
91359,MA,Igarapé Grande,1945,16
91519,MA,Imperatriz,30275,923
91679,MA,Itaipava do Grajaú,1365,13
91839,MA,Itapecuru Mirim,3718,92
91999,MA,Itinga do Maranhão,1644,34
92159,MA,Jatobá,92,5
92319,MA,Jenipapo dos Vieiras,1432,23
92479,MA,João Lisboa,1569,62
92639,MA,Joselândia,758,5
92799,MA,Junco do Maranhão,393,2
92959,MA,Lago da Pedra,3399,86
93119,MA,Lago do Junco,919,5
93279,MA,Lago Verde,996,25
93439,MA,Lagoa do Mato,2928,20
93599,MA,Lago dos Rodrigues,659,15
93759,MA,Lagoa Grande do Maranhão,491,11
93919,MA,Lajeado Novo,645,13
94079,MA,Lima Campos,1209,14
94239,MA,Loreto,1468,6
94399,MA,Luís Domingues,819,2
94559,MA,Magalhães de Almeida,804,8
94719,MA,Maracaçumé,543,8
94879,MA,Marajá do Sena,272,7
95039,MA,Maranhãozinho,740,9
95199,MA,Mata Roma,652,11
95359,MA,Matinha,392,13
95519,MA,Matões,1043,14
95679,MA,Matões do Norte,242,6
95839,MA,Milagres do Maranhão,239,0
95999,MA,Mirador,895,9
96159,MA,Miranda do Norte,1462,33
96319,MA,Mirinzal,296,16
96479,MA,Monção,2847,47
96639,MA,Montes Altos,1314,16
96799,MA,Morros,578,17
96959,MA,Nina Rodrigues,1200,20
97119,MA,Nova Colinas,597,6
97279,MA,Nova Iorque,417,7
97439,MA,Nova Olinda do Maranhão,541,14
97599,MA,Olho d'Água das Cunhãs,1322,30
97759,MA,Olinda Nova do Maranhão,1113,12
97919,MA,Paço do Lumiar,3535,209
98079,MA,Palmeirândia,384,18
98239,MA,Paraibano,1267,39
98399,MA,Parnarama,2187,26
98559,MA,Passagem Franca,1322,31
98719,MA,Pastos Bons,848,22
98879,MA,Paulino Neves,742,6
99039,MA,Paulo Ramos,1445,37
99199,MA,Pedreiras,6879,92
99359,MA,Pedro do Rosário,114,9
99519,MA,Penalva,565,14
99679,MA,Peri Mirim,307,7
99839,MA,Peritoró,1294,12
99999,MA,Pindaré-Mirim,2815,33
100159,MA,Pinheiro,5353,125
100319,MA,Pio XII,2918,32
100479,MA,Pirapemas,752,13
100639,MA,Poção de Pedras,2261,23
100799,MA,Porto Franco,3180,67
100959,MA,Porto Rico do Maranhão,359,8
101119,MA,Presidente Dutra,2506,21
101279,MA,Presidente Juscelino,452,1
101439,MA,Presidente Médici,434,3
101599,MA,Presidente Sarney,406,14
101759,MA,Presidente Vargas,864,7
101919,MA,Primeira Cruz,82,2
102079,MA,Raposa,2337,49
102239,MA,Riachão,2577,37
102399,MA,Ribamar Fiquene,859,21
102559,MA,Rosário,634,28
102719,MA,Sambaíba,618,4
102879,MA,Santa Filomena do Maranhão,51,1
103039,MA,Santa Helena,3125,29
103199,MA,Santa Inês,12474,226
103359,MA,Santa Luzia,7538,120
103519,MA,Santa Luzia do Paruá,1556,17
103679,MA,Santa Quitéria do Maranhão,715,20
103839,MA,Santa Rita,1346,32
103999,MA,Santana do Maranhão,213,8
104159,MA,Santo Amaro do Maranhão,474,7
104319,MA,Santo Antônio dos Lopes,2269,30
104479,MA,São Benedito do Rio Preto,1634,18
104639,MA,São Bento,924,30
104799,MA,São Bernardo,1478,22
104959,MA,São Domingos do Azeitão,539,4
105119,MA,São Domingos do Maranhão,4990,23
105279,MA,São Félix de Balsas,355,2
105439,MA,São Francisco do Brejão,886,0
105599,MA,São Francisco do Maranhão,420,23
105759,MA,São João Batista,414,19
105919,MA,São João do Carú,714,9
106079,MA,São João do Paraíso,1462,18
106239,MA,São João do Soter,1730,6
106399,MA,São João dos Patos,3984,30
106559,MA,São José de Ribamar,9501,382
106719,MA,São José dos Basílios,583,5
106879,MA,São Luís,77477,2760
107039,MA,São Luís Gonzaga do Maranhão,1414,26
107199,MA,São Mateus do Maranhão,2370,54
107359,MA,São Pedro da Água Branca,609,5
107519,MA,São Pedro dos Crentes,758,7
107679,MA,São Raimundo das Mangabeiras,3161,45
107839,MA,São Raimundo do Doca Bezerra,209,3
107999,MA,São Roberto,837,5
108159,MA,São Vicente Ferrer,226,9
108319,MA,Satubinha,383,3
108479,MA,Senador Alexandre Costa,465,1
108639,MA,Senador La Rocque,310,27
108799,MA,Serrano do Maranhão,208,5
108959,MA,Sítio Novo,2336,32
109119,MA,Sucupira do Norte,267,8
109279,MA,Sucupira do Riachão,476,4
109439,MA,Tasso Fragoso,1129,10
109599,MA,Timbiras,1243,24
109759,MA,Timon,6386,368
109919,MA,Trizidela do Vale,2518,39
110079,MA,Tufilândia,401,5
110239,MA,Tuntum,2807,24
110399,MA,Turiaçu,323,6
110559,MA,Turilândia,932,12
110719,MA,Tutóia,1775,55
110879,MA,Urbano Santos,1876,40
111039,MA,Vargem Grande,2684,36
111199,MA,Viana,1430,43
111359,MA,Vila Nova dos Martírios,1029,7
111519,MA,Vitória do Mearim,3219,41
111679,MA,Vitorino Freire,2781,63
111839,MA,Zé Doca,6204,76
112159,PI,Acauã,258,3
112319,PI,Agricolândia,1065,13
112479,PI,Água Branca,1950,78
112639,PI,Alagoinha do Piauí,412,13
112799,PI,Alegrete do Piauí,666,9
112959,PI,Alto Longá,973,18
113119,PI,Altos,6619,122
113279,PI,Alvorada do Gurguéia,998,15
113439,PI,Amarante,1931,42
113599,PI,Angical do Piauí,904,13
113759,PI,Anísio de Abreu,315,16
113919,PI,Antônio Almeida,432,11
114079,PI,Aroazes,820,15
114239,PI,Aroeiras do Itaim,190,3
114399,PI,Arraial,173,3
114559,PI,Assunção do Piauí,412,11
114719,PI,Avelino Lopes,872,26
114879,PI,Baixa Grande do Ribeiro,2709,37
115039,PI,Barra D'Alcântara,224,6
115199,PI,Barras,7075,112
115359,PI,Barreiras do Piauí,114,4
115519,PI,Barro Duro,880,12
115679,PI,Batalha,1610,43
115839,PI,Bela Vista do Piauí,329,7
115999,PI,Belém do Piauí,627,8
116159,PI,Beneditinos,1644,44
116319,PI,Bertolínia,1327,12
116479,PI,Betânia do Piauí,184,4
116639,PI,Boa Hora,608,7
116799,PI,Bocaina,453,11
116959,PI,Bom Jesus,3973,58
117119,PI,Bom Princípio do Piauí,304,14
117279,PI,Bonfim do Piauí,519,9
117439,PI,Boqueirão do Piauí,897,17
117599,PI,Brasileira,1136,22
117759,PI,Brejo do Piauí,249,6
117919,PI,Buriti dos Lopes,1777,40
118079,PI,Buriti dos Montes,725,11
118239,PI,Cabeceiras do Piauí,962,19
118399,PI,Cajazeiras do Piauí,92,2
118559,PI,Cajueiro da Praia,502,21
118719,PI,Caldeirão Grande do Piauí,552,2
118879,PI,Campinas do Piauí,264,2
119039,PI,Campo Alegre do Fidalgo,600,3
119199,PI,Campo Grande do Piauí,545,11
119359,PI,Campo Largo do Piauí,521,8
119519,PI,Campo Maior,7180,181
119679,PI,Canavieira,494,8
119839,PI,Canto do Buriti,1712,54
119999,PI,Capitão de Campos,856,31
120159,PI,Capitão Gervásio Oliveira,146,12
120319,PI,Caracol,442,19
120479,PI,Caraúbas do Piauí,199,12
120639,PI,Caridade do Piauí,875,6
120799,PI,Castelo do Piauí,2560,41
120959,PI,Caxingó,159,2
121119,PI,Cocal,2059,54
121279,PI,Cocal de Telha,632,14
121439,PI,Cocal dos Alves,440,8
121599,PI,Coivaras,361,6
121759,PI,Colônia do Gurguéia,729,14
121919,PI,Colônia do Piauí,1007,6
122079,PI,Conceição do Canindé,534,7
122239,PI,Coronel José Dias,131,6
122399,PI,Corrente,2396,38
122559,PI,Cristalândia do Piauí,72,4
122719,PI,Cristino Castro,1060,15
122879,PI,Curimatá,1219,27
123039,PI,Currais,670,3
